id_venta,producto,precio,cantidad,fecha_venta,categoria
2541,Parlantes Bluetooth,26.71,12,2024-02-23,Electrónica
2587,Cámara Digital,61.4,7,2024-02-23,Electrónica
365,Alfombra,58.82,9,2024-02-24,Decoración
577,Elementos De Cerámica,60.17,7,2024-02-24,Decoración
929,Lámpara De Mesa,48.58,11,2024-02-24,Decoración
930,Adorno De Pared,75.13,6,2024-02-24,Decoración
1182,Cafetera,113.84,2,2024-02-24,Electrodomésticos
1558,Cafetera,68.89,6,2024-02-24,Electrodomésticos
1817,Horno Eléctrico,31.5,4,2024-02-24,Electrodomésticos
2058,Smartwatch,35.41,3,2024-02-24,Electrónica
2768,Smartwatch,29.39,11,2024-02-24,Electrónica
2816,Laptop,29.49,8,2024-02-24,Electrónica
2943,Smartphone,28.64,2,2024-02-24,Electrónica
1703,Microondas,91.81,9,2024-02-25,Electrodomésticos
1852,Cafetera,76.0,7,2024-02-25,Electrodomésticos
2175,Auriculares,117.03,6,2024-02-25,Electrónica
2232,Televisor,70.17,7,2024-02-25,Electrónica
2269,Proyector,74.59,4,2024-02-25,Electrónica
2398,Smartwatch,47.21,1,2024-02-25,Electrónica
332,Cuadro Decorativo,124.2,10,2024-02-26,Decoración
581,Lámpara De Mesa,106.58,3,2024-02-26,Decoración
697,Elementos De Cerámica,67.37,2,2024-02-26,Decoración
1740,Plancha De Vapor,45.37,6,2024-02-26,Electrodomésticos
2319,Proyector,65.89,4,2024-02-26,Electrónica
2551,Parlantes Bluetooth,62.77,6,2024-02-26,Electrónica
2,Cuadro Decorativo,106.12,3,2024-02-27,Decoración
171,Lámpara De Mesa,62.47,6,2024-02-27,Decoración
239,Lámpara De Mesa,46.25,12,2024-02-27,Decoración
1095,Lavadora,67.17,9,2024-02-27,Electrodomésticos
1138,Cafetera,92.62,8,2024-02-27,Electrodomésticos
1835,Lavadora,46.18,10,2024-02-27,Electrodomésticos
1988,Cafetera,49.32,3,2024-02-27,Electrodomésticos
2594,Tablet,82.71,7,2024-02-27,Electrónica
2810,Consola De Videojuegos,31.09,1,2024-02-27,Electrónica
2964,Tablet,99.82,8,2024-02-27,Electrónica
95,Alfombra,87.85,2,2024-02-28,Decoración
150,Adorno De Pared,27.92,5,2024-02-28,Decoración
702,Cuadro Decorativo,112.56,9,2024-02-28,Decoración
1136,Secadora,41.84,8,2024-02-28,Electrodomésticos
1272,Cafetera,100.92,1,2024-02-28,Electrodomésticos
1410,Plancha De Vapor,122.77,10,2024-02-28,Electrodomésticos
1669,Batidora,69.74,8,2024-02-28,Electrodomésticos
1793,Microondas,108.34,12,2024-02-28,Electrodomésticos
1839,Batidora,63.5,3,2024-02-28,Electrodomésticos
2110,Consola De Videojuegos,81.69,4,2024-02-28,Electrónica
2695,Auriculares,104.59,9,2024-02-28,Electrónica
2697,Cámara Digital,117.71,2,2024-02-28,Electrónica
79,Lámpara De Mesa,119.69,10,2024-02-29,Decoración
734,Jarrón Decorativo,108.99,6,2024-02-29,Decoración
822,Cuadro Decorativo,34.33,11,2024-02-29,Decoración
1569,Batidora,122.02,12,2024-02-29,Electrodomésticos
1570,Plancha De Vapor,114.48,4,2024-02-29,Electrodomésticos
1984,Aspiradora,88.95,11,2024-02-29,Electrodomésticos
2104,Tablet,78.87,5,2024-02-29,Electrónica
2223,Smartphone,116.89,6,2024-02-29,Electrónica
661,Lámpara De Mesa,85.58,11,2024-03-01,Decoración
1189,Batidora,82.18,6,2024-03-01,Electrodomésticos
1263,Microondas,54.11,7,2024-03-01,Electrodomésticos
2699,Proyector,66.66,6,2024-03-01,Electrónica
337,Elementos De Cerámica,92.88,10,2024-03-02,Decoración
396,Cortinas,39.63,2,2024-03-02,Decoración
454,Jarrón Decorativo,80.34,7,2024-03-02,Decoración
868,Rincón De Plantas,85.49,2,2024-03-02,Decoración
1089,Batidora,61.72,8,2024-03-02,Electrodomésticos
2322,Televisor,81.31,9,2024-03-02,Electrónica
2572,Televisor,123.48,7,2024-03-02,Electrónica
2777,Cámara Digital,31.52,8,2024-03-02,Electrónica
8,Rincón De Plantas,70.24,7,2024-03-03,Decoración
356,Cortinas,122.97,5,2024-03-03,Decoración
403,Espejo Decorativo,64.37,1,2024-03-03,Decoración
760,Adorno De Pared,77.65,1,2024-03-03,Decoración
985,Alfombra,118.35,3,2024-03-03,Decoración
2975,Auriculares,55.2,10,2024-03-03,Electrónica
186,Cortinas,108.74,3,2024-03-04,Decoración
954,Jarrón Decorativo,112.06,1,2024-03-04,Decoración
1622,Cafetera,38.44,7,2024-03-04,Electrodomésticos
1646,Secadora,33.89,7,2024-03-04,Electrodomésticos
1761,Freidora Eléctrica,109.97,7,2024-03-04,Electrodomésticos
1812,Cafetera,106.32,1,2024-03-04,Electrodomésticos
2489,Proyector,77.06,1,2024-03-04,Electrónica
140,Adorno De Pared,44.91,1,2024-03-05,Decoración
324,Jarrón Decorativo,57.23,5,2024-03-05,Decoración
774,Jarrón Decorativo,115.58,12,2024-03-05,Decoración
1085,Lavadora,108.53,10,2024-03-05,Electrodomésticos
1736,Secadora,59.04,11,2024-03-05,Electrodomésticos
1741,Freidora Eléctrica,67.75,2,2024-03-05,Electrodomésticos
1743,Microondas,81.63,6,2024-03-05,Electrodomésticos
2063,Smartphone,124.01,12,2024-03-05,Electrónica
2102,Televisor,33.14,1,2024-03-05,Electrónica
781,Lámpara De Mesa,115.77,11,2024-03-06,Decoración
1686,Secadora,59.33,8,2024-03-06,Electrodomésticos
2099,Proyector,40.99,2,2024-03-06,Electrónica
2388,Smartwatch,100.57,9,2024-03-06,Electrónica
2498,Smartwatch,100.96,10,2024-03-06,Electrónica
2942,Televisor,119.68,2,2024-03-06,Electrónica
612,Cuadro Decorativo,45.04,10,2024-03-07,Decoración
635,Alfombra,44.66,7,2024-03-07,Decoración
879,Lámpara De Mesa,34.26,11,2024-03-07,Decoración
1027,Horno Eléctrico,70.09,1,2024-03-07,Electrodomésticos
1052,Cafetera,39.31,11,2024-03-07,Electrodomésticos
1982,Cafetera,117.43,8,2024-03-07,Electrodomésticos
2270,Consola De Videojuegos,117.47,8,2024-03-07,Electrónica
2550,Consola De Videojuegos,118.87,6,2024-03-07,Electrónica
23,Espejo Decorativo,70.36,5,2024-03-08,Decoración
336,Cortinas,84.55,5,2024-03-08,Decoración
348,Rincón De Plantas,46.49,1,2024-03-08,Decoración
435,Alfombra,97.14,1,2024-03-08,Decoración
1229,Batidora,29.86,4,2024-03-08,Electrodomésticos
1434,Aspiradora,60.42,11,2024-03-08,Electrodomésticos
1557,Horno Eléctrico,53.29,12,2024-03-08,Electrodomésticos
1879,Batidora,65.59,9,2024-03-08,Electrodomésticos
2233,Smartphone,37.11,3,2024-03-08,Electrónica
156,Cortinas,39.67,2,2024-03-09,Decoración
470,Adorno De Pared,34.68,5,2024-03-09,Decoración
685,Alfombra,102.81,9,2024-03-09,Decoración
805,Alfombra,48.99,8,2024-03-09,Decoración
1369,Batidora,48.8,11,2024-03-09,Electrodomésticos
1513,Microondas,69.57,1,2024-03-09,Electrodomésticos
1844,Aspiradora,86.29,12,2024-03-09,Electrodomésticos
2002,Televisor,68.99,10,2024-03-09,Electrónica
2664,Tablet,54.19,3,2024-03-09,Electrónica
2684,Auriculares,79.29,6,2024-03-09,Electrónica
2694,Auriculares,51.71,3,2024-03-09,Electrónica
2826,Laptop,39.13,8,2024-03-09,Electrónica
2983,Smartphone,118.6,11,2024-03-09,Electrónica
74,Jarrón Decorativo,51.08,11,2024-03-10,Decoración
161,Lámpara De Mesa,96.41,11,2024-03-10,Decoración
967,Elementos De Cerámica,29.05,10,2024-03-10,Decoración
978,Rincón De Plantas,32.05,4,2024-03-10,Decoración
1169,Batidora,85.59,5,2024-03-10,Electrodomésticos
1219,Batidora,49.37,9,2024-03-10,Electrodomésticos
1330,Plancha De Vapor,28.85,11,2024-03-10,Electrodomésticos
1742,Cafetera,96.84,11,2024-03-10,Electrodomésticos
1751,Freidora Eléctrica,77.13,4,2024-03-10,Electrodomésticos
1860,Plancha De Vapor,102.6,12,2024-03-10,Electrodomésticos
2944,Auriculares,55.17,4,2024-03-10,Electrónica
91,Lámpara De Mesa,89.87,12,2024-03-11,Decoración
615,Alfombra,65.09,5,2024-03-11,Decoración
1240,Plancha De Vapor,40.78,12,2024-03-11,Electrodomésticos
1311,Freidora Eléctrica,61.53,11,2024-03-11,Electrodomésticos
1707,Horno Eléctrico,59.05,8,2024-03-11,Electrodomésticos
1934,Aspiradora,42.94,2,2024-03-11,Electrodomésticos
2436,Laptop,43.34,8,2024-03-11,Electrónica
693,Espejo Decorativo,85.04,9,2024-03-12,Decoración
849,Lámpara De Mesa,46.89,2,2024-03-12,Decoración
887,Elementos De Cerámica,41.55,3,2024-03-12,Decoración
1042,Heladera,121.85,10,2024-03-12,Electrodomésticos
1248,Cafetera,30.7,5,2024-03-12,Electrodomésticos
1305,Lavadora,114.72,9,2024-03-12,Electrodomésticos
2282,Televisor,31.8,10,2024-03-12,Electrónica
2519,Proyector,76.15,11,2024-03-12,Electrónica
543,Espejo Decorativo,79.98,10,2024-03-13,Decoración
623,Espejo Decorativo,74.95,3,2024-03-13,Decoración
874,Jarrón Decorativo,80.88,12,2024-03-13,Decoración
1173,Microondas,71.13,12,2024-03-13,Electrodomésticos
1260,Plancha De Vapor,122.04,1,2024-03-13,Electrodomésticos
1295,Lavadora,53.77,7,2024-03-13,Electrodomésticos
1620,Plancha De Vapor,76.32,5,2024-03-13,Electrodomésticos
1892,Heladera,58.45,1,2024-03-13,Electrodomésticos
1916,Secadora,110.04,11,2024-03-13,Electrodomésticos
2393,Smartphone,113.88,9,2024-03-13,Electrónica
2437,Cámara Digital,80.06,3,2024-03-13,Electrónica
2688,Smartwatch,119.73,12,2024-03-13,Electrónica
2858,Smartwatch,89.27,6,2024-03-13,Electrónica
820,Adorno De Pared,36.55,3,2024-03-14,Decoración
1303,Microondas,40.9,9,2024-03-14,Electrodomésticos
1657,Horno Eléctrico,109.73,9,2024-03-14,Electrodomésticos
1772,Heladera,56.94,2,2024-03-14,Electrodomésticos
1978,Cafetera,104.66,11,2024-03-14,Electrodomésticos
2052,Televisor,66.57,5,2024-03-14,Electrónica
2347,Cámara Digital,112.14,3,2024-03-14,Electrónica
2493,Smartphone,124.82,5,2024-03-14,Electrónica
2748,Smartwatch,53.93,7,2024-03-14,Electrónica
2882,Televisor,56.81,9,2024-03-14,Electrónica
2981,Parlantes Bluetooth,80.25,10,2024-03-14,Electrónica
517,Elementos De Cerámica,94.94,12,2024-03-15,Decoración
624,Jarrón Decorativo,51.39,10,2024-03-15,Decoración
772,Cuadro Decorativo,78.76,10,2024-03-15,Decoración
957,Elementos De Cerámica,75.27,4,2024-03-15,Decoración
1953,Microondas,119.61,2,2024-03-15,Electrodomésticos
2082,Televisor,55.66,3,2024-03-15,Electrónica
2170,Consola De Videojuegos,122.4,1,2024-03-15,Electrónica
2554,Auriculares,100.07,11,2024-03-15,Electrónica
2647,Cámara Digital,90.34,1,2024-03-15,Electrónica
2835,Auriculares,42.5,7,2024-03-15,Electrónica
2950,Consola De Videojuegos,29.14,10,2024-03-15,Electrónica
613,Espejo Decorativo,78.46,7,2024-03-16,Decoración
836,Cortinas,115.79,1,2024-03-16,Decoración
919,Lámpara De Mesa,51.5,1,2024-03-16,Decoración
1099,Batidora,39.73,11,2024-03-16,Electrodomésticos
1670,Plancha De Vapor,101.57,7,2024-03-16,Electrodomésticos
1995,Lavadora,31.36,7,2024-03-16,Electrodomésticos
2018,Smartwatch,99.78,1,2024-03-16,Electrónica
2030,Consola De Videojuegos,108.0,9,2024-03-16,Electrónica
2613,Smartphone,105.63,6,2024-03-16,Electrónica
2749,Proyector,120.5,4,2024-03-16,Electrónica
2809,Proyector,89.06,1,2024-03-16,Electrónica
262,Cuadro Decorativo,70.89,11,2024-03-17,Decoración
449,Lámpara De Mesa,29.32,3,2024-03-17,Decoración
914,Jarrón Decorativo,98.11,2,2024-03-17,Decoración
1067,Horno Eléctrico,116.21,8,2024-03-17,Electrodomésticos
1164,Aspiradora,102.32,2,2024-03-17,Electrodomésticos
1209,Batidora,111.44,3,2024-03-17,Electrodomésticos
1545,Lavadora,33.31,10,2024-03-17,Electrodomésticos
2444,Auriculares,70.16,11,2024-03-17,Electrónica
2577,Cámara Digital,45.12,6,2024-03-17,Electrónica
2677,Cámara Digital,92.0,10,2024-03-17,Electrónica
188,Rincón De Plantas,101.62,9,2024-03-18,Decoración
407,Elementos De Cerámica,97.51,5,2024-03-18,Decoración
505,Alfombra,96.21,11,2024-03-18,Decoración
872,Cuadro Decorativo,55.89,10,2024-03-18,Decoración
926,Cortinas,63.98,11,2024-03-18,Decoración
1384,Aspiradora,80.38,9,2024-03-18,Electrodomésticos
2035,Auriculares,78.28,6,2024-03-18,Electrónica
2454,Auriculares,101.08,10,2024-03-18,Electrónica
2496,Laptop,40.16,3,2024-03-18,Electrónica
2763,Smartphone,107.84,11,2024-03-18,Electrónica
314,Jarrón Decorativo,109.29,10,2024-03-19,Decoración
731,Lámpara De Mesa,40.05,2,2024-03-19,Decoración
961,Lámpara De Mesa,103.06,9,2024-03-19,Decoración
1073,Microondas,72.86,10,2024-03-19,Electrodomésticos
1917,Horno Eléctrico,82.36,2,2024-03-19,Electrodomésticos
2037,Cámara Digital,68.66,12,2024-03-19,Electrónica
2047,Cámara Digital,85.45,3,2024-03-19,Electrónica
2157,Cámara Digital,65.62,8,2024-03-19,Electrónica
197,Elementos De Cerámica,89.17,4,2024-03-20,Decoración
206,Cortinas,73.65,2,2024-03-20,Decoración
234,Jarrón Decorativo,112.4,9,2024-03-20,Decoración
746,Cortinas,64.93,10,2024-03-20,Decoración
855,Alfombra,48.79,11,2024-03-20,Decoración
950,Adorno De Pared,116.42,6,2024-03-20,Decoración
1581,Freidora Eléctrica,88.59,8,2024-03-20,Electrodomésticos
2001,Freidora Eléctrica,43.14,12,2024-03-20,Electrodomésticos
2112,Televisor,34.89,12,2024-03-20,Electrónica
2530,Consola De Videojuegos,54.04,8,2024-03-20,Electrónica
195,Alfombra,115.12,12,2024-03-21,Decoración
780,Adorno De Pared,79.13,7,2024-03-21,Decoración
1290,Plancha De Vapor,76.04,5,2024-03-21,Electrodomésticos
1537,Horno Eléctrico,103.51,7,2024-03-21,Electrodomésticos
1677,Horno Eléctrico,116.79,12,2024-03-21,Electrodomésticos
1831,Freidora Eléctrica,87.85,4,2024-03-21,Electrodomésticos
2200,Consola De Videojuegos,44.36,10,2024-03-21,Electrónica
2650,Consola De Videojuegos,50.77,10,2024-03-21,Electrónica
2691,Parlantes Bluetooth,32.86,11,2024-03-21,Electrónica
2701,Parlantes Bluetooth,88.65,9,2024-03-21,Electrónica
2946,Laptop,27.65,11,2024-03-21,Electrónica
65,Alfombra,63.14,2,2024-03-22,Decoración
270,Adorno De Pared,96.59,6,2024-03-22,Decoración
645,Alfombra,36.17,1,2024-03-22,Decoración
1222,Heladera,103.34,8,2024-03-22,Electrodomésticos
1921,Freidora Eléctrica,124.0,5,2024-03-22,Electrodomésticos
2059,Proyector,116.66,12,2024-03-22,Electrónica
2100,Consola De Videojuegos,94.73,1,2024-03-22,Electrónica
2162,Televisor,40.83,3,2024-03-22,Electrónica
2634,Auriculares,124.63,10,2024-03-22,Electrónica
2813,Smartphone,114.94,11,2024-03-22,Electrónica
1607,Horno Eléctrico,53.09,3,2024-03-23,Electrodomésticos
1690,Plancha De Vapor,68.28,9,2024-03-23,Electrodomésticos
2456,Laptop,68.84,11,2024-03-23,Electrónica
210,Adorno De Pared,71.67,4,2024-03-24,Decoración
708,Rincón De Plantas,63.1,11,2024-03-24,Decoración
1502,Heladera,112.52,4,2024-03-24,Electrodomésticos
1562,Heladera,31.42,1,2024-03-24,Electrodomésticos
1904,Aspiradora,102.92,5,2024-03-24,Electrodomésticos
2003,Smartphone,118.8,2,2024-03-24,Electrónica
2399,Proyector,96.7,3,2024-03-24,Electrónica
2420,Consola De Videojuegos,72.78,9,2024-03-24,Electrónica
2462,Televisor,46.04,3,2024-03-24,Electrónica
2480,Consola De Videojuegos,96.21,11,2024-03-24,Electrónica
339,Lámpara De Mesa,42.6,1,2024-03-25,Decoración
595,Alfombra,83.25,1,2024-03-25,Decoración
629,Lámpara De Mesa,40.3,2,2024-03-25,Decoración
652,Cuadro Decorativo,100.52,9,2024-03-25,Decoración
1093,Microondas,71.38,1,2024-03-25,Electrodomésticos
1918,Cafetera,39.33,10,2024-03-25,Electrodomésticos
2306,Laptop,80.84,9,2024-03-25,Electrónica
2542,Televisor,67.37,4,2024-03-25,Electrónica
594,Jarrón Decorativo,115.95,1,2024-03-26,Decoración
649,Lámpara De Mesa,83.61,1,2024-03-26,Decoración
1183,Microondas,49.65,5,2024-03-26,Electrodomésticos
1648,Cafetera,63.49,7,2024-03-26,Electrodomésticos
1705,Lavadora,81.34,4,2024-03-26,Electrodomésticos
1874,Aspiradora,78.77,1,2024-03-26,Electrodomésticos
2912,Televisor,42.72,1,2024-03-26,Electrónica
132,Cuadro Decorativo,56.45,12,2024-03-27,Decoración
549,Lámpara De Mesa,116.13,8,2024-03-27,Decoración
598,Rincón De Plantas,82.59,8,2024-03-27,Decoración
939,Lámpara De Mesa,46.83,3,2024-03-27,Decoración
1251,Freidora Eléctrica,113.11,12,2024-03-27,Electrodomésticos
1785,Lavadora,44.12,10,2024-03-27,Electrodomésticos
558,Rincón De Plantas,93.66,10,2024-03-28,Decoración
730,Adorno De Pared,103.9,8,2024-03-28,Decoración
1121,Freidora Eléctrica,90.31,6,2024-03-28,Electrodomésticos
1433,Microondas,63.01,8,2024-03-28,Electrodomésticos
1565,Lavadora,37.25,11,2024-03-28,Electrodomésticos
1873,Microondas,32.18,7,2024-03-28,Electrodomésticos
2830,Consola De Videojuegos,123.72,3,2024-03-28,Electrónica
2272,Televisor,55.97,7,2024-03-29,Electrónica
2585,Auriculares,47.12,12,2024-03-29,Electrónica
2838,Smartwatch,115.3,3,2024-03-29,Electrónica
2856,Laptop,122.13,11,2024-03-29,Electrónica
749,Lámpara De Mesa,44.88,1,2024-03-30,Decoración
1800,Plancha De Vapor,33.15,2,2024-03-30,Electrodomésticos
1821,Freidora Eléctrica,44.33,10,2024-03-30,Electrodomésticos
2034,Auriculares,120.46,8,2024-03-30,Electrónica
2044,Tablet,35.84,11,2024-03-30,Electrónica
2286,Laptop,71.74,8,2024-03-30,Electrónica
2683,Smartphone,111.41,7,2024-03-30,Electrónica
2984,Tablet,75.89,11,2024-03-30,Electrónica
46,Cortinas,98.15,7,2024-03-31,Decoración
221,Lámpara De Mesa,41.81,9,2024-03-31,Decoración
251,Lámpara De Mesa,33.37,3,2024-03-31,Decoración
654,Jarrón Decorativo,53.53,7,2024-03-31,Decoración
904,Jarrón Decorativo,40.48,11,2024-03-31,Decoración
1201,Freidora Eléctrica,95.13,8,2024-03-31,Electrodomésticos
1261,Freidora Eléctrica,84.29,10,2024-03-31,Electrodomésticos
1633,Microondas,112.89,1,2024-03-31,Electrodomésticos
1948,Cafetera,116.78,6,2024-03-31,Electrodomésticos
2062,Televisor,101.98,7,2024-03-31,Electrónica
2731,Parlantes Bluetooth,77.95,6,2024-03-31,Electrónica
390,Adorno De Pared,87.52,8,2024-04-01,Decoración
522,Cuadro Decorativo,27.99,5,2024-04-01,Decoración
1322,Heladera,58.58,4,2024-04-01,Electrodomésticos
2310,Consola De Videojuegos,102.41,5,2024-04-01,Electrónica
2383,Smartphone,103.69,1,2024-04-01,Electrónica
2865,Auriculares,89.29,2,2024-04-01,Electrónica
45,Alfombra,72.91,1,2024-04-02,Decoración
893,Espejo Decorativo,34.64,12,2024-04-02,Decoración
1008,Cafetera,42.4,10,2024-04-02,Electrodomésticos
1148,Cafetera,110.21,4,2024-04-02,Electrodomésticos
1457,Horno Eléctrico,27.61,6,2024-04-02,Electrodomésticos
1588,Cafetera,58.68,4,2024-04-02,Electrodomésticos
1866,Secadora,39.42,9,2024-04-02,Electrodomésticos
1889,Batidora,121.14,3,2024-04-02,Electrodomésticos
1983,Microondas,96.24,4,2024-04-02,Electrodomésticos
226,Cortinas,27.05,3,2024-04-03,Decoración
351,Lámpara De Mesa,98.22,4,2024-04-03,Decoración
479,Lámpara De Mesa,35.26,9,2024-04-03,Decoración
570,Adorno De Pared,64.18,7,2024-04-03,Decoración
643,Espejo Decorativo,43.51,1,2024-04-03,Decoración
679,Lámpara De Mesa,39.86,6,2024-04-03,Decoración
1188,Cafetera,91.58,11,2024-04-03,Electrodomésticos
1480,Plancha De Vapor,99.08,11,2024-04-03,Electrodomésticos
1611,Freidora Eléctrica,82.46,4,2024-04-03,Electrodomésticos
1627,Horno Eléctrico,40.58,5,2024-04-03,Electrodomésticos
2028,Smartwatch,38.84,7,2024-04-03,Electrónica
2281,Parlantes Bluetooth,70.68,5,2024-04-03,Electrónica
2532,Televisor,81.42,9,2024-04-03,Electrónica
172,Cuadro Decorativo,87.93,11,2024-04-04,Decoración
237,Elementos De Cerámica,61.12,9,2024-04-04,Decoración
340,Adorno De Pared,49.3,2,2024-04-04,Decoración
400,Adorno De Pared,33.1,1,2024-04-04,Decoración
841,Lámpara De Mesa,86.82,10,2024-04-04,Decoración
1287,Horno Eléctrico,116.05,11,2024-04-04,Electrodomésticos
1366,Secadora,31.56,11,2024-04-04,Electrodomésticos
1878,Cafetera,68.97,8,2024-04-04,Electrodomésticos
2124,Tablet,74.39,7,2024-04-04,Electrónica
56,Cortinas,66.24,5,2024-04-05,Decoración
421,Lámpara De Mesa,114.83,9,2024-04-05,Decoración
424,Jarrón Decorativo,87.94,2,2024-04-05,Decoración
1868,Cafetera,62.23,1,2024-04-05,Electrodomésticos
2545,Auriculares,32.81,11,2024-04-05,Electrónica
2778,Smartwatch,70.66,7,2024-04-05,Electrónica
145,Alfombra,41.72,8,2024-04-06,Decoración
300,Adorno De Pared,67.75,9,2024-04-06,Decoración
439,Lámpara De Mesa,35.43,2,2024-04-06,Decoración
906,Cortinas,84.04,3,2024-04-06,Decoración
959,Lámpara De Mesa,76.32,7,2024-04-06,Decoración
1376,Secadora,69.58,7,2024-04-06,Electrodomésticos
1776,Secadora,33.55,3,2024-04-06,Electrodomésticos
1784,Aspiradora,115.24,3,2024-04-06,Electrodomésticos
1974,Aspiradora,87.32,7,2024-04-06,Electrodomésticos
2080,Consola De Videojuegos,100.69,7,2024-04-06,Electrónica
2108,Smartwatch,79.37,10,2024-04-06,Electrónica
2169,Proyector,120.34,1,2024-04-06,Electrónica
213,Espejo Decorativo,40.76,8,2024-04-07,Decoración
345,Alfombra,56.78,9,2024-04-07,Decoración
398,Rincón De Plantas,77.3,7,2024-04-07,Decoración
509,Lámpara De Mesa,72.5,1,2024-04-07,Decoración
821,Lámpara De Mesa,71.17,10,2024-04-07,Decoración
1642,Heladera,88.78,2,2024-04-07,Electrodomésticos
1956,Secadora,42.59,12,2024-04-07,Electrodomésticos
2085,Auriculares,122.56,6,2024-04-07,Electrónica
2096,Laptop,83.25,6,2024-04-07,Electrónica
2356,Laptop,30.16,6,2024-04-07,Electrónica
2373,Smartphone,123.6,12,2024-04-07,Electrónica
204,Jarrón Decorativo,94.75,1,2024-04-08,Decoración
1381,Freidora Eléctrica,38.12,2,2024-04-08,Electrodomésticos
2365,Auriculares,92.91,11,2024-04-08,Electrónica
2486,Laptop,124.95,11,2024-04-08,Electrónica
2506,Laptop,34.74,1,2024-04-08,Electrónica
2705,Auriculares,87.29,2,2024-04-08,Electrónica
1225,Lavadora,87.65,2,2024-04-09,Electrodomésticos
1344,Aspiradora,34.1,3,2024-04-09,Electrodomésticos
1361,Freidora Eléctrica,103.64,10,2024-04-09,Electrodomésticos
1979,Batidora,88.23,11,2024-04-09,Electrodomésticos
2852,Televisor,34.23,4,2024-04-09,Electrónica
48,Rincón De Plantas,102.85,3,2024-04-10,Decoración
141,Lámpara De Mesa,96.45,1,2024-04-10,Decoración
426,Cortinas,119.55,7,2024-04-10,Decoración
556,Cortinas,42.74,12,2024-04-10,Decoración
600,Adorno De Pared,66.0,4,2024-04-10,Decoración
797,Elementos De Cerámica,52.97,2,2024-04-10,Decoración
1315,Lavadora,49.69,12,2024-04-10,Electrodomésticos
1356,Secadora,124.09,4,2024-04-10,Electrodomésticos
1435,Lavadora,37.2,10,2024-04-10,Electrodomésticos
1618,Cafetera,31.94,11,2024-04-10,Electrodomésticos
1630,Plancha De Vapor,76.06,9,2024-04-10,Electrodomésticos
1871,Freidora Eléctrica,88.9,6,2024-04-10,Electrodomésticos
1919,Batidora,38.51,9,2024-04-10,Electrodomésticos
2661,Parlantes Bluetooth,79.11,3,2024-04-10,Electrónica
2785,Auriculares,122.8,3,2024-04-10,Electrónica
328,Rincón De Plantas,60.89,1,2024-04-11,Decoración
466,Cortinas,26.29,7,2024-04-11,Decoración
1109,Batidora,123.83,12,2024-04-11,Electrodomésticos
1578,Cafetera,101.98,2,2024-04-11,Electrodomésticos
2370,Consola De Videojuegos,46.08,7,2024-04-11,Electrónica
2478,Smartwatch,80.84,8,2024-04-11,Electrónica
2544,Tablet,63.88,8,2024-04-11,Electrónica
2934,Tablet,95.9,2,2024-04-11,Electrónica
127,Elementos De Cerámica,93.84,8,2024-04-12,Decoración
292,Cuadro Decorativo,78.91,8,2024-04-12,Decoración
1394,Aspiradora,68.73,5,2024-04-12,Electrodomésticos
2492,Televisor,54.4,5,2024-04-12,Electrónica
2812,Televisor,52.6,2,2024-04-12,Electrónica
89,Lámpara De Mesa,55.79,1,2024-04-13,Decoración
659,Lámpara De Mesa,50.98,3,2024-04-13,Decoración
1012,Heladera,62.93,1,2024-04-13,Electrodomésticos
1048,Cafetera,58.81,10,2024-04-13,Electrodomésticos
1450,Plancha De Vapor,56.8,8,2024-04-13,Electrodomésticos
1758,Cafetera,118.03,5,2024-04-13,Electrodomésticos
1856,Secadora,42.03,11,2024-04-13,Electrodomésticos
2490,Consola De Videojuegos,122.79,6,2024-04-13,Electrónica
2547,Cámara Digital,60.29,6,2024-04-13,Electrónica
2704,Tablet,117.89,1,2024-04-13,Electrónica
2996,Cámara Digital,63.89,1,2024-04-13,Electrónica
285,Alfombra,107.8,7,2024-04-14,Decoración
896,Cortinas,71.03,7,2024-04-14,Decoración
1097,Horno Eléctrico,122.69,10,2024-04-14,Electrodomésticos
1516,Secadora,105.8,3,2024-04-14,Electrodomésticos
1698,Cafetera,88.26,1,2024-04-14,Electrodomésticos
2029,Proyector,124.37,8,2024-04-14,Electrónica
2039,Proyector,34.39,7,2024-04-14,Electrónica
2097,Cámara Digital,42.17,8,2024-04-14,Electrónica
2275,Auriculares,32.0,1,2024-04-14,Electrónica
2381,Parlantes Bluetooth,98.28,5,2024-04-14,Electrónica
107,Elementos De Cerámica,45.86,6,2024-04-15,Decoración
185,Alfombra,45.21,6,2024-04-15,Decoración
374,Jarrón Decorativo,94.59,5,2024-04-15,Decoración
601,Lámpara De Mesa,99.85,3,2024-04-15,Decoración
616,Cortinas,107.96,9,2024-04-15,Decoración
886,Cortinas,45.79,7,2024-04-15,Decoración
1134,Aspiradora,69.06,11,2024-04-15,Electrodomésticos
1168,Cafetera,37.32,2,2024-04-15,Electrodomésticos
1454,Aspiradora,51.46,4,2024-04-15,Electrodomésticos
2266,Laptop,104.48,5,2024-04-15,Electrónica
2396,Laptop,77.38,1,2024-04-15,Electrónica
2673,Smartphone,76.29,11,2024-04-15,Electrónica
19,Lámpara De Mesa,61.03,6,2024-04-16,Decoración
953,Espejo Decorativo,76.31,5,2024-04-16,Decoración
1177,Horno Eléctrico,65.16,4,2024-04-16,Electrodomésticos
1629,Batidora,108.94,6,2024-04-16,Electrodomésticos
1655,Lavadora,37.39,1,2024-04-16,Electrodomésticos
